--_curl_--https://www.wunderground.com/history/airport/ORF/2015/08/01/DailyHistory.html?&format=1

TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC<br />
12:51 AM,75.0,66.0,73,29.92,10.0,South,4.6,-,N/A,,Clear,190,2015-08-01 04:51:00<br />
1:51 AM,73.9,66.0,76,29.91,10.0,SSW,4.6,-,N/A,,Clear,200,2015-08-01 05:51:00<br />
2:51 AM,73.0,66.0,79,29.90,10.0,SSW,5.8,-,N/A,,Clear,210,2015-08-01 06:51:00<br />
3:51 AM,72.0,64.9,78,29.89,10.0,SSW,4.6,-,N/A,,Clear,210,2015-08-01 07:51:00<br />
4:51 AM,72.0,64.9,78,29.89,10.0,SW,8.1,-,N/A,,Clear,220,2015-08-01 08:51:00<br />
5:51 AM,72.0,64.9,78,29.89,10.0,SSW,8.1,-,N/A,,Clear,210,2015-08-01 09:51:00<br />
6:51 AM,73.0,66.0,79,29.90,10.0,SSW,8.1,-,N/A,,Clear,210,2015-08-01 10:51:00<br />
7:51 AM,77.0,68.0,74,29.92,10.0,WSW,5.8,-,N/A,,Clear,250,2015-08-01 11:51:00<br />
8:51 AM,81.0,69.1,67,29.92,10.0,WSW,8.1,-,N/A,,Clear,240,2015-08-01 12:51:00<br />
9:51 AM,84.0,69.1,61,29.91,10.0,SW,6.9,-,N/A,,Clear,220,2015-08-01 13:51:00<br />
10:51 AM,87.1,66.0,49,29.92,10.0,West,8.1,-,N/A,,Clear,270,2015-08-01 14:51:00<br />
11:51 AM,88.0,63.0,43,29.92,10.0,SW,3.5,-,N/A,,Scattered Clouds,230,2015-08-01 15:51:00<br />
12:51 PM,87.1,60.1,40,29.91,10.0,Variable,3.5,-,N/A,,Mostly Cloudy,0,2015-08-01 16:51:00<br />
1:51 PM,88.0,60.1,39,29.88,10.0,South,9.2,-,N/A,,Scattered Clouds,180,2015-08-01 17:51:00<br />
2:51 PM,88.0,68.0,51,29.87,10.0,NE,10.4,-,N/A,,Mostly Cloudy,40,2015-08-01 18:51:00<br />
3:51 PM,88.0,64.9,46,29.86,10.0,NE,9.2,-,N/A,,Mostly Cloudy,40,2015-08-01 19:51:00<br />
4:51 PM,89.1,66.0,46,29.85,10.0,East,6.9,-,N/A,,Mostly Cloudy,80,2015-08-01 20:51:00<br />
5:51 PM,87.1,70.0,57,29.84,10.0,ENE,8.1,-,N/A,,Partly Cloudy,60,2015-08-01 21:51:00<br />
6:51 PM,87.1,70.0,57,29.85,10.0,East,5.8,-,N/A,,Clear,90,2015-08-01 22:51:00<br />
7:51 PM,84.0,69.1,61,29.86,10.0,SE,5.8,-,N/A,,Clear,140,2015-08-01 23:51:00<br />
8:51 PM,82.0,69.1,65,29.86,10.0,SSE,3.5,-,N/A,,Clear,160,2015-08-02 00:51:00<br />
9:51 PM,81.0,70.0,69,29.88,10.0,South,5.8,-,N/A,,Clear,180,2015-08-02 01:51:00<br />
10:51 PM,79.0,68.0,69,29.88,10.0,South,5.8,-,N/A,,Clear,190,2015-08-02 02:51:00<br />
11:51 PM,78.1,70.0,76,29.88,10.0,South,5.8,-,N/A,,Clear,190,2015-08-02 03:51:00<br />
--_curl_--https://www.wunderground.com/history/airport/ORF/2015/08/02/DailyHistory.html?&format=1

TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC<br />
12:51 AM,77.0,71.1,82,29.88,10.0,SSW,5.8,-,N/A,,Clear,200,2015-08-02 04:51:00<br />
1:51 AM,75.9,71.1,85,29.88,10.0,SSW,6.9,-,N/A,,Clear,210,2015-08-02 05:51:00<br />
2:51 AM,75.9,72.0,87,29.88,10.0,SSW,8.1,-,N/A,,Clear,210,2015-08-02 06:51:00<br />
3:51 AM,77.0,73.0,88,29.88,9.0,WSW,5.8,-,N/A,,Clear,250,2015-08-02 07:51:00<br />
4:51 AM,75.9,73.0,91,29.87,8.0,WSW,4.6,-,N/A,,Clear,240,2015-08-02 08:51:00<br />
5:51 AM,75.0,72.0,90,29.89,9.0,WSW,3.5,-,N/A,,Clear,250,2015-08-02 09:51:00<br />
6:51 AM,75.9,72.0,87,29.90,9.0,WNW,3.5,-,N/A,,Clear,290,2015-08-02 10:51:00<br />
7:51 AM,82.0,72.0,71,29.90,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-02 11:51:00<br />
8:51 AM,82.9,70.0,65,29.91,10.0,NE,6.9,-,N/A,,Clear,40,2015-08-02 12:51:00<br />
9:51 AM,84.0,73.0,69,29.92,10.0,NNE,8.1,-,N/A,,Clear,30,2015-08-02 13:51:00<br />
10:51 AM,84.0,73.9,72,29.93,10.0,NNE,9.2,-,N/A,,Clear,30,2015-08-02 14:51:00<br />
11:39 AM,82.9,73.9,74,29.94,10.0,NNE,6.9,-,N/A,,Mostly Cloudy,20,2015-08-02 15:39:00<br />
11:51 AM,84.0,73.9,72,29.94,10.0,NNE,6.9,-,N/A,,Mostly Cloudy,20,2015-08-02 15:51:00<br />
12:21 PM,84.0,73.0,69,29.94,10.0,North,11.5,-,N/A,,Scattered Clouds,10,2015-08-02 16:21:00<br />
12:51 PM,84.9,73.0,67,29.94,10.0,North,10.4,-,N/A,,Partly Cloudy,10,2015-08-02 16:51:00<br />
1:51 PM,84.9,72.0,65,29.93,10.0,NE,9.2,-,N/A,,Partly Cloudy,40,2015-08-02 17:51:00<br />
2:51 PM,84.9,71.1,63,29.94,10.0,NE,10.4,-,N/A,,Partly Cloudy,40,2015-08-02 18:51:00<br />
3:51 PM,84.0,73.0,69,29.93,10.0,NE,6.9,-,N/A,,Scattered Clouds,40,2015-08-02 19:51:00<br />
4:51 PM,82.9,71.1,67,29.93,10.0,NNE,6.9,-,N/A,,Partly Cloudy,30,2015-08-02 20:51:00<br />
5:51 PM,82.9,72.0,69,29.93,10.0,NNE,6.9,-,N/A,,Clear,30,2015-08-02 21:51:00<br />
6:51 PM,82.9,73.0,72,29.91,10.0,NNE,8.1,-,N/A,,Clear,20,2015-08-02 22:51:00<br />
7:51 PM,80.1,73.0,79,29.91,10.0,NE,4.6,-,N/A,,Clear,40,2015-08-02 23:51:00<br />
8:51 PM,80.1,73.0,79,29.92,10.0,ENE,4.6,-,N/A,,Clear,70,2015-08-03 00:51:00<br />
9:51 PM,79.0,73.0,82,29.93,10.0,NNE,3.5,-,N/A,,Clear,20,2015-08-03 01:51:00<br />
10:51 PM,79.0,73.0,82,29.92,10.0,ESE,4.6,-,N/A,,Clear,120,2015-08-03 02:51:00<br />
11:51 PM,77.0,73.0,88,29.92,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-03 03:51:00<br />
--_curl_--https://www.wunderground.com/history/airport/ORF/2015/08/03/DailyHistory.html?&format=1

TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC<br />
12:51 AM,75.9,73.0,91,29.92,8.0,SW,4.6,-,N/A,,Mostly Cloudy,220,2015-08-03 04:51:00<br />
1:51 AM,75.9,72.0,87,29.91,9.0,SW,5.8,-,N/A,,Clear,230,2015-08-03 05:51:00<br />
2:51 AM,73.9,71.1,91,29.90,9.0,SW,4.6,-,N/A,,Clear,220,2015-08-03 06:51:00<br />
3:51 AM,73.9,71.1,91,29.89,8.0,South,4.6,-,N/A,,Partly Cloudy,190,2015-08-03 07:51:00<br />
4:51 AM,73.9,70.0,87,29.89,10.0,SSW,8.1,-,N/A,,Partly Cloudy,210,2015-08-03 08:51:00<br />
5:51 AM,73.9,70.0,87,29.89,10.0,SW,9.2,-,N/A,,Clear,220,2015-08-03 09:51:00<br />
6:51 AM,73.9,71.1,91,29.91,8.0,SSW,10.4,-,N/A,,Clear,210,2015-08-03 10:51:00<br />
7:51 AM,77.0,72.0,84,29.91,10.0,SW,10.4,-,N/A,,Clear,230,2015-08-03 11:51:00<br />
8:51 AM,80.1,72.0,76,29.93,10.0,SW,12.7,-,N/A,,Clear,230,2015-08-03 12:51:00<br />
9:51 AM,82.9,70.0,65,29.93,10.0,SW,9.2,-,N/A,,Clear,220,2015-08-03 13:51:00<br />
10:51 AM,84.9,70.0,61,29.92,10.0,South,9.2,-,N/A,,Clear,190,2015-08-03 14:51:00<br />
11:51 AM,87.1,70.0,57,29.92,10.0,SW,11.5,-,N/A,,Clear,220,2015-08-03 15:51:00<br />
12:51 PM,90.0,68.0,48,29.91,10.0,SSW,11.5,18.4,N/A,,Scattered Clouds,200,2015-08-03 16:51:00<br />
1:51 PM,90.0,70.0,52,29.88,10.0,SSW,10.4,-,N/A,,Partly Cloudy,200,2015-08-03 17:51:00<br />
2:51 PM,91.0,68.0,47,29.89,10.0,SSW,10.4,-,N/A,,Partly Cloudy,210,2015-08-03 18:51:00<br />
3:51 PM,91.0,68.0,47,29.88,10.0,South,11.5,21.9,N/A,,Partly Cloudy,180,2015-08-03 19:51:00<br />
4:51 PM,91.0,66.9,45,29.86,10.0,SSW,16.1,-,N/A,,Clear,210,2015-08-03 20:51:00<br />
5:51 PM,89.1,68.0,50,29.87,10.0,SSW,15.0,-,N/A,,Clear,200,2015-08-03 21:51:00<br />
6:51 PM,86.0,71.1,61,29.86,10.0,South,10.4,-,N/A,,Clear,180,2015-08-03 22:51:00<br />
7:51 PM,84.0,71.1,65,29.88,10.0,South,8.1,-,N/A,,Clear,190,2015-08-03 23:51:00<br />
8:51 PM,81.0,72.0,74,29.89,10.0,South,10.4,-,N/A,,Clear,180,2015-08-04 00:51:00<br />
9:51 PM,81.0,73.0,77,29.91,10.0,South,10.4,-,N/A,,Clear,190,2015-08-04 01:51:00<br />
10:51 PM,80.1,73.0,79,29.92,10.0,SSW,12.7,-,N/A,,Clear,200,2015-08-04 02:51:00<br />
11:51 PM,79.0,72.0,79,29.92,10.0,SSW,11.5,-,N/A,,Clear,200,2015-08-04 03:51:00<br />
--_curl_--https://www.wunderground.com/history/airport/ORF/2015/08/04/DailyHistory.html?&format=1

TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC<br />
12:51 AM,78.1,71.1,79,29.93,10.0,SSW,13.8,-,N/A,,Clear,210,2015-08-04 04:51:00<br />
1:51 AM,77.0,71.1,82,29.93,10.0,SSW,16.1,-,N/A,,Clear,200,2015-08-04 05:51:00<br />
2:51 AM,75.9,71.1,85,29.93,10.0,SSW,16.1,-,N/A,,Clear,210,2015-08-04 06:51:00<br />
3:51 AM,75.9,72.0,87,29.93,10.0,SSW,15.0,-,N/A,,Clear,210,2015-08-04 07:51:00<br />
4:51 AM,75.9,72.0,87,29.94,10.0,SSW,12.7,-,N/A,,Clear,200,2015-08-04 08:51:00<br />
5:51 AM,75.9,72.0,87,29.97,10.0,SSW,11.5,-,N/A,,Clear,210,2015-08-04 09:51:00<br />
6:47 AM,77.0,71.6,83,29.98,10.0,SW,11.5,-,N/A,,Mostly Cloudy,230,2015-08-04 10:47:00<br />
6:51 AM,77.0,72.0,84,29.98,10.0,SW,11.5,-,N/A,,Mostly Cloudy,230,2015-08-04 10:51:00<br />
7:51 AM,78.1,73.0,84,29.98,9.0,SW,12.7,-,N/A,,Overcast,220,2015-08-04 11:51:00<br />
8:01 AM,79.0,73.0,82,29.98,9.0,SW,15.0,-,N/A,,Overcast,220,2015-08-04 12:01:00<br />
8:31 AM,80.1,73.9,81,29.98,10.0,SW,12.7,-,N/A,,Overcast,230,2015-08-04 12:31:00<br />
8:51 AM,81.0,73.9,79,29.99,10.0,SW,16.1,-,N/A,,Overcast,220,2015-08-04 12:51:00<br />
9:09 AM,82.0,73.9,76,29.98,10.0,SW,16.1,25.3,N/A,,Scattered Clouds,230,2015-08-04 13:09:00<br />
9:51 AM,84.0,73.9,72,29.97,10.0,SW,18.4,27.6,N/A,,Clear,220,2015-08-04 13:51:00<br />
10:51 AM,88.0,71.1,57,29.98,10.0,SW,16.1,-,N/A,,Clear,220,2015-08-04 14:51:00<br />
11:51 AM,89.1,72.0,57,29.97,10.0,SW,15.0,-,N/A,,Partly Cloudy,230,2015-08-04 15:51:00<br />
12:51 PM,91.0,71.1,52,29.95,10.0,SSW,17.3,21.9,N/A,,Scattered Clouds,210,2015-08-04 16:51:00<br />
1:51 PM,93.0,71.1,49,29.94,10.0,SW,18.4,24.2,N/A,,Scattered Clouds,230,2015-08-04 17:51:00<br />
2:51 PM,93.0,70.0,47,29.93,10.0,SW,20.7,26.5,N/A,,Partly Cloudy,220,2015-08-04 18:51:00<br />
3:51 PM,91.9,70.0,48,29.92,10.0,SSW,17.3,28.8,N/A,,Partly Cloudy,210,2015-08-04 19:51:00<br />
4:51 PM,91.0,68.0,47,29.92,10.0,SSW,18.4,-,N/A,,Clear,210,2015-08-04 20:51:00<br />
5:51 PM,89.1,70.0,53,29.90,10.0,SSW,16.1,-,N/A,,Clear,200,2015-08-04 21:51:00<br />
6:51 PM,87.1,70.0,57,29.90,10.0,SSW,17.3,-,N/A,,Clear,200,2015-08-04 22:51:00<br />
7:51 PM,86.0,71.1,61,29.92,10.0,SSW,13.8,-,N/A,,Clear,200,2015-08-04 23:51:00<br />
8:51 PM,84.0,71.1,65,29.92,10.0,South,10.4,-,N/A,,Clear,180,2015-08-05 00:51:00<br />
9:51 PM,82.0,71.1,69,29.93,10.0,South,11.5,-,N/A,,Clear,180,2015-08-05 01:51:00<br />
10:51 PM,81.0,72.0,74,29.94,10.0,SSW,12.7,-,N/A,,Clear,200,2015-08-05 02:51:00<br />
11:51 PM,80.1,72.0,76,29.95,10.0,SSW,13.8,-,N/A,,Clear,200,2015-08-05 03:51:00<br />
--_curl_--https://www.wunderground.com/history/airport/ORF/2015/08/05/DailyHistory.html?&format=1

TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC<br />
12:51 AM,79.0,73.0,82,29.94,10.0,SSW,13.8,-,N/A,,Clear,200,2015-08-05 04:51:00<br />
1:51 AM,78.1,73.9,87,29.92,10.0,SW,15.0,-,N/A,,Clear,220,2015-08-05 05:51:00<br />
2:51 AM,78.1,73.9,87,29.91,10.0,West,9.2,-,N/A,,Clear,270,2015-08-05 06:51:00<br />
3:51 AM,78.1,73.0,84,29.93,10.0,West,5.8,-,N/A,,Clear,260,2015-08-05 07:51:00<br />
4:51 AM,78.1,72.0,81,29.93,10.0,WSW,4.6,-,N/A,,Clear,240,2015-08-05 08:51:00<br />
5:51 AM,77.0,72.0,84,29.93,10.0,WSW,5.8,-,N/A,,Clear,250,2015-08-05 09:51:00<br />
6:51 AM,77.0,72.0,84,29.94,10.0,West,5.8,-,N/A,,Clear,260,2015-08-05 10:51:00<br />
7:51 AM,79.0,72.0,79,29.95,10.0,West,4.6,-,N/A,,Clear,260,2015-08-05 11:51:00<br />
8:51 AM,81.0,73.0,77,29.94,10.0,SW,4.6,-,N/A,,Clear,230,2015-08-05 12:51:00<br />
9:51 AM,82.9,73.0,72,29.96,10.0,West,4.6,-,N/A,,Clear,260,2015-08-05 13:51:00<br />
10:51 AM,86.0,69.1,57,29.96,10.0,West,6.9,-,N/A,,Clear,260,2015-08-05 14:51:00<br />
11:51 AM,88.0,68.0,51,29.97,10.0,West,5.8,-,N/A,,Clear,280,2015-08-05 15:51:00<br />
12:51 PM,91.0,62.1,38,29.96,10.0,NW,6.9,-,N/A,,Clear,320,2015-08-05 16:51:00<br />
1:51 PM,89.1,63.0,42,29.94,10.0,NW,4.6,-,N/A,,Clear,320,2015-08-05 17:51:00<br />
2:51 PM,91.0,64.0,41,29.93,10.0,WNW,3.5,-,N/A,,Clear,290,2015-08-05 18:51:00<br />
3:51 PM,91.0,66.0,44,29.92,10.0,WSW,5.8,-,N/A,,Clear,250,2015-08-05 19:51:00<br />
4:51 PM,91.9,64.9,41,29.92,10.0,Variable,5.8,-,N/A,,Clear,0,2015-08-05 20:51:00<br />
5:51 PM,89.1,69.1,52,29.92,10.0,NNE,5.8,-,N/A,,Clear,30,2015-08-05 21:51:00<br />
6:51 PM,89.1,69.1,52,29.92,10.0,East,3.5,-,N/A,,Clear,80,2015-08-05 22:51:00<br />
7:51 PM,84.9,69.1,59,29.93,10.0,SSE,9.2,-,N/A,,Clear,160,2015-08-05 23:51:00<br />
8:51 PM,82.9,68.0,60,29.94,10.0,Variable,3.5,-,N/A,,Clear,0,2015-08-06 00:51:00<br />
9:51 PM,82.0,69.1,65,29.95,10.0,South,6.9,-,N/A,,Clear,170,2015-08-06 01:51:00<br />
10:51 PM,81.0,68.0,65,29.95,10.0,Variable,4.6,-,N/A,,Clear,0,2015-08-06 02:51:00<br />
11:51 PM,81.0,68.0,65,29.95,10.0,South,4.6,-,N/A,,Clear,170,2015-08-06 03:51:00<br />
--_curl_--https://www.wunderground.com/history/airport/ORF/2015/08/06/DailyHistory.html?&format=1

TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC<br />
12:51 AM,81.0,64.9,58,29.94,10.0,SSE,4.6,-,N/A,,Clear,150,2015-08-06 04:51:00<br />
1:51 AM,80.1,68.0,67,29.93,10.0,SE,4.6,-,N/A,,Mostly Cloudy,130,2015-08-06 05:51:00<br />
2:51 AM,79.0,73.0,82,29.91,10.0,South,4.6,-,N/A,,Partly Cloudy,180,2015-08-06 06:51:00<br />
3:51 AM,80.1,75.0,85,29.91,10.0,ESE,3.5,-,N/A,,Mostly Cloudy,110,2015-08-06 07:51:00<br />
4:51 AM,80.1,75.0,85,29.92,9.0,Variable,4.6,-,0.00,Rain,Light Rain,0,2015-08-06 08:51:00<br />
5:51 AM,75.9,72.0,87,29.91,10.0,North,10.4,-,0.02,,Clear,350,2015-08-06 09:51:00<br />
6:24 AM,77.0,72.0,84,29.91,10.0,NE,15.0,-,N/A,,Mostly Cloudy,40,2015-08-06 10:24:00<br />
6:36 AM,75.0,71.1,87,29.91,9.0,NE,11.5,-,N/A,,Mostly Cloudy,50,2015-08-06 10:36:00<br />
6:49 AM,75.2,71.6,89,29.91,10.0,NNE,10.4,-,N/A,,Scattered Clouds,30,2015-08-06 10:49:00<br />
6:51 AM,75.9,71.1,85,29.91,10.0,NE,9.2,-,N/A,,Scattered Clouds,40,2015-08-06 10:51:00<br />
7:51 AM,77.0,70.0,79,29.92,10.0,East,4.6,-,N/A,,Scattered Clouds,80,2015-08-06 11:51:00<br />
8:09 AM,75.0,70.0,84,29.92,1.0,ENE,10.4,-,0.12,Rain,Rain,70,2015-08-06 12:09:00<br />
8:14 AM,75.0,69.1,82,29.92,3.0,East,11.5,-,0.12,Rain,Light Rain,80,2015-08-06 12:14:00<br />
8:21 AM,75.0,70.0,84,29.91,10.0,ESE,8.1,-,0.12,,Scattered Clouds,120,2015-08-06 12:21:00<br />
8:51 AM,75.9,71.1,85,29.92,10.0,East,5.8,-,0.12,,Clear,100,2015-08-06 12:51:00<br />
9:51 AM,80.1,71.1,74,29.93,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2015-08-06 13:51:00<br />
9:58 AM,79.0,71.1,77,29.93,10.0,North,4.6,-,N/A,,Mostly Cloudy,10,2015-08-06 13:58:00<br />
10:51 AM,79.0,72.0,79,29.94,9.0,NNE,4.6,-,N/A,,Overcast,30,2015-08-06 14:51:00<br />
11:11 AM,79.0,72.0,79,29.93,9.0,ENE,3.5,-,N/A,,Scattered Clouds,60,2015-08-06 15:11:00<br />
11:51 AM,80.1,73.0,79,29.92,10.0,Variable,4.6,-,N/A,,Clear,0,2015-08-06 15:51:00<br />
12:51 PM,82.0,71.1,69,29.92,10.0,ENE,3.5,-,N/A,,Clear,70,2015-08-06 16:51:00<br />
1:51 PM,82.9,73.0,72,29.91,10.0,NE,9.2,-,N/A,,Partly Cloudy,40,2015-08-06 17:51:00<br />
2:51 PM,82.9,70.0,65,29.88,10.0,NE,10.4,-,N/A,,Clear,40,2015-08-06 18:51:00<br />
3:51 PM,82.9,72.0,69,29.86,10.0,NE,9.2,-,N/A,,Clear,40,2015-08-06 19:51:00<br />
4:51 PM,82.0,71.1,69,29.84,10.0,NE,10.4,-,N/A,,Clear,50,2015-08-06 20:51:00<br />
5:51 PM,82.0,72.0,71,29.85,10.0,East,8.1,-,N/A,,Mostly Cloudy,80,2015-08-06 21:51:00<br />
6:51 PM,81.0,73.0,77,29.87,9.0,South,11.5,21.9,N/A,,Mostly Cloudy,170,2015-08-06 22:51:00<br />
7:51 PM,78.1,66.9,68,29.86,10.0,SW,6.9,-,N/A,,Mostly Cloudy,230,2015-08-06 23:51:00<br />
8:51 PM,73.9,69.1,85,29.88,7.0,SSW,9.2,-,0.07,Rain,Rain,200,2015-08-07 00:51:00<br />
9:51 PM,73.0,70.0,90,29.87,8.0,South,4.6,-,0.08,Rain,Light Rain,180,2015-08-07 01:51:00<br />
10:12 PM,73.0,70.0,90,29.85,10.0,SW,5.8,-,0.00,Rain,Light Rain,220,2015-08-07 02:12:00<br />
10:21 PM,73.0,70.0,90,29.84,10.0,SW,3.5,-,0.00,Rain,Light Rain,220,2015-08-07 02:21:00<br />
10:51 PM,73.0,70.0,90,29.82,10.0,South,6.9,-,0.00,,Scattered Clouds,190,2015-08-07 02:51:00<br />
11:51 PM,73.0,70.0,90,29.82,10.0,North,3.5,-,0.00,,Partly Cloudy,350,2015-08-07 03:51:00<br />
--_curl_--https://www.wunderground.com/history/airport/ORF/2015/08/07/DailyHistory.html?&format=1

TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC<br />
12:51 AM,73.9,70.0,87,29.80,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-07 04:51:00<br />
1:51 AM,73.9,71.1,91,29.81,10.0,NNW,3.5,-,N/A,,Overcast,330,2015-08-07 05:51:00<br />
2:51 AM,73.9,71.1,91,29.79,10.0,SSW,3.5,-,N/A,,Overcast,210,2015-08-07 06:51:00<br />
3:16 AM,73.9,71.1,91,29.79,10.0,SSW,4.6,-,N/A,,Overcast,210,2015-08-07 07:16:00<br />
3:43 AM,73.9,71.1,91,29.79,10.0,Calm,Calm,-,N/A,,Overcast,0,2015-08-07 07:43:00<br />
3:51 AM,73.9,71.1,91,29.79,10.0,SSW,3.5,-,N/A,,Overcast,210,2015-08-07 07:51:00<br />
4:32 AM,73.9,71.1,91,29.79,10.0,Calm,Calm,-,N/A,,Overcast,0,2015-08-07 08:32:00<br />
4:51 AM,73.9,71.1,91,29.79,9.0,Calm,Calm,-,N/A,,Overcast,0,2015-08-07 08:51:00<br />
5:51 AM,73.9,71.1,91,29.78,10.0,SSW,5.8,-,N/A,,Overcast,210,2015-08-07 09:51:00<br />
6:28 AM,75.0,71.1,87,29.79,10.0,WSW,3.5,-,N/A,,Overcast,240,2015-08-07 10:28:00<br />
6:51 AM,75.0,71.1,87,29.79,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2015-08-07 10:51:00<br />
7:51 AM,75.9,72.0,87,29.80,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2015-08-07 11:51:00<br />
8:24 AM,75.9,72.0,87,29.80,10.0,SSW,4.6,-,N/A,,Partly Cloudy,210,2015-08-07 12:24:00<br />
8:51 AM,77.0,72.0,84,29.80,10.0,SW,4.6,-,N/A,,Scattered Clouds,230,2015-08-07 12:51:00<br />
9:51 AM,77.0,70.0,79,29.79,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2015-08-07 13:51:00<br />
10:47 AM,78.8,71.6,78,29.79,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2015-08-07 14:47:00<br />
10:51 AM,79.0,71.1,77,29.79,10.0,Calm,Calm,-,0.00,Rain,Light Rain,0,2015-08-07 14:51:00<br />
11:18 AM,80.1,71.1,74,29.79,10.0,Calm,Calm,-,0.00,,Mostly Cloudy,0,2015-08-07 15:18:00<br />
11:51 AM,80.1,71.1,74,29.79,10.0,North,3.5,-,0.00,,Scattered Clouds,10,2015-08-07 15:51:00<br />
12:24 PM,80.1,72.0,76,29.79,10.0,NE,4.6,-,0.00,,Overcast,40,2015-08-07 16:24:00<br />
12:51 PM,80.1,72.0,76,29.79,10.0,North,5.8,-,0.00,,Mostly Cloudy,10,2015-08-07 16:51:00<br />
1:00 PM,81.0,72.0,74,29.79,10.0,Variable,5.8,-,N/A,,Scattered Clouds,0,2015-08-07 17:00:00<br />
1:13 PM,80.1,73.0,79,29.78,10.0,NE,5.8,-,N/A,,Mostly Cloudy,50,2015-08-07 17:13:00<br />
1:51 PM,80.1,73.0,79,29.78,10.0,NE,12.7,-,N/A,,Mostly Cloudy,40,2015-08-07 17:51:00<br />
2:19 PM,81.0,73.0,77,29.79,10.0,NE,12.7,-,N/A,,Mostly Cloudy,40,2015-08-07 18:19:00<br />
2:34 PM,79.0,72.0,79,29.79,10.0,NE,13.8,-,N/A,,Overcast,50,2015-08-07 18:34:00<br />
2:49 PM,78.8,71.6,78,29.79,6.0,ENE,13.8,-,0.00,Rain,Light Rain,60,2015-08-07 18:49:00<br />
2:51 PM,78.1,72.0,81,29.79,6.0,ENE,12.7,-,0.00,Rain,Light Rain,60,2015-08-07 18:51:00<br />
3:51 PM,77.0,72.0,84,29.78,7.0,NE,10.4,-,0.03,Rain,Light Rain,50,2015-08-07 19:51:00<br />
4:51 PM,78.1,73.0,84,29.78,10.0,NE,13.8,-,0.02,Rain,Light Rain,50,2015-08-07 20:51:00<br />
5:51 PM,77.0,72.0,84,29.79,10.0,NE,12.7,-,0.00,,Scattered Clouds,50,2015-08-07 21:51:00<br />
6:15 PM,77.0,72.0,84,29.79,10.0,NE,11.5,-,N/A,,Mostly Cloudy,50,2015-08-07 22:15:00<br />
6:51 PM,77.0,72.0,84,29.79,10.0,NE,11.5,19.6,N/A,,Overcast,50,2015-08-07 22:51:00<br />
7:25 PM,75.9,72.0,87,29.80,10.0,NE,15.0,-,N/A,,Overcast,40,2015-08-07 23:25:00<br />
7:47 PM,75.2,71.6,89,29.80,10.0,NE,13.8,23.0,N/A,,Overcast,50,2015-08-07 23:47:00<br />
7:51 PM,75.9,72.0,87,29.80,9.0,NE,13.8,23.0,N/A,,Overcast,50,2015-08-07 23:51:00<br />
8:51 PM,75.9,72.0,87,29.81,10.0,NE,13.8,-,0.00,,Overcast,40,2015-08-08 00:51:00<br />
9:05 PM,75.9,72.0,87,29.80,10.0,NE,15.0,-,N/A,,Overcast,40,2015-08-08 01:05:00<br />
9:49 PM,75.2,71.6,89,29.81,10.0,NE,19.6,25.3,N/A,,Overcast,40,2015-08-08 01:49:00<br />
9:51 PM,75.9,72.0,87,29.81,10.0,NE,17.3,25.3,N/A,,Overcast,40,2015-08-08 01:51:00<br />
10:23 PM,75.0,71.1,87,29.81,10.0,NE,17.3,26.5,N/A,,Overcast,50,2015-08-08 02:23:00<br />
10:51 PM,75.9,71.1,85,29.81,10.0,NE,16.1,27.6,N/A,,Overcast,40,2015-08-08 02:51:00<br />
11:31 PM,75.0,71.1,87,29.81,10.0,ENE,16.1,-,N/A,,Overcast,60,2015-08-08 03:31:00<br />
