--_curl_--https://www.wunderground.com/history/airport/ORF/2015/08/01/DailyHistory.html?&format=1

TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC<br />
12:51 PM,81.0,66.0,60,30.08,10.0,North,15.0,-,N/A,,Clear,360,2015-08-22 16:51:00<br />
1:51 PM,82.0,66.0,58,30.07,10.0,North,13.8,-,N/A,,Mostly Cloudy,360,2015-08-22 17:51:00<br />
2:51 PM,82.0,64.9,56,30.06,10.0,North,15.0,-,N/A,,Partly Cloudy,360,2015-08-22 18:51:00<br />
3:51 PM,81.0,64.9,58,30.05,10.0,NNE,13.8,-,N/A,,Overcast,20,2015-08-22 19:51:00<br />
4:51 PM,81.0,64.0,56,30.04,10.0,North,15.0,-,N/A,,Mostly Cloudy,10,2015-08-22 20:51:00<br />
5:51 PM,81.0,63.0,54,30.04,10.0,North,13.8,-,N/A,,Partly Cloudy,10,2015-08-22 21:51:00<br />
6:51 PM,79.0,66.0,64,30.04,10.0,NE,10.4,-,N/A,,Partly Cloudy,40,2015-08-22 22:51:00<br />
7:51 PM,77.0,64.9,66,30.03,10.0,NNE,10.4,-,N/A,,Clear,30,2015-08-22 23:51:00<br />
8:51 PM,77.0,64.0,64,30.04,10.0,NNE,13.8,-,N/A,,Partly Cloudy,30,2015-08-23 00:51:00<br />
9:51 PM,77.0,63.0,62,30.04,10.0,NNE,12.7,-,N/A,,Clear,30,2015-08-23 01:51:00<br />
10:51 PM,77.0,63.0,62,30.04,10.0,NE,10.4,-,N/A,,Clear,40,2015-08-23 02:51:00<br />
11:51 PM,75.9,63.0,64,30.03,10.0,NE,4.6,-,N/A,,Clear,50,2015-08-23 03:51:00<br />
--_curl_--https://www.wunderground.com/history/airport/ORF/2015/08/23/DailyHistory.html?&format=1

TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC<br />
12:51 AM,75.9,64.0,67,30.03,10.0,NNE,9.2,-,N/A,,Clear,30,2015-08-23 04:51:00<br />
1:51 AM,75.9,60.1,58,30.01,10.0,NNE,9.2,-,N/A,,Clear,20,2015-08-23 05:51:00<br />
2:51 AM,75.9,59.0,56,29.99,10.0,NNE,9.2,-,N/A,,Clear,20,2015-08-23 06:51:00<br />
3:51 AM,75.0,57.9,55,29.99,10.0,NNE,10.4,-,N/A,,Clear,20,2015-08-23 07:51:00<br />
4:51 AM,75.0,57.0,53,30.00,10.0,North,8.1,-,N/A,,Clear,10,2015-08-23 08:51:00<br />
5:51 AM,73.9,64.0,71,30.01,10.0,NNW,4.6,-,N/A,,Clear,330,2015-08-23 09:51:00<br />
6:51 AM,73.9,64.0,71,30.01,10.0,North,5.8,-,N/A,,Clear,350,2015-08-23 10:51:00<br />
7:51 AM,75.9,64.9,69,30.01,10.0,NNW,8.1,-,N/A,,Clear,330,2015-08-23 11:51:00<br />
8:51 AM,78.1,61.0,56,30.01,10.0,North,10.4,-,N/A,,Clear,360,2015-08-23 12:51:00<br />
9:51 AM,79.0,57.0,47,30.01,10.0,North,11.5,-,N/A,,Clear,350,2015-08-23 13:51:00<br />
10:51 AM,79.0,63.0,58,30.01,10.0,North,13.8,-,N/A,,Clear,10,2015-08-23 14:51:00<br />
11:51 AM,80.1,64.0,58,30.01,10.0,North,13.8,-,N/A,,Clear,10,2015-08-23 15:51:00<br />
12:51 PM,81.0,60.1,49,30.00,10.0,NNE,11.5,-,N/A,,Clear,30,2015-08-23 16:51:00<br />
1:51 PM,82.0,57.9,44,29.99,10.0,North,11.5,-,N/A,,Clear,10,2015-08-23 17:51:00<br />
2:51 PM,82.0,57.9,44,29.98,10.0,North,11.5,-,N/A,,Clear,360,2015-08-23 18:51:00<br />
3:51 PM,81.0,55.9,42,29.96,10.0,North,8.1,-,N/A,,Clear,10,2015-08-23 19:51:00<br />
4:51 PM,82.9,57.9,42,29.96,10.0,NNE,8.1,-,N/A,,Clear,20,2015-08-23 20:51:00<br />
5:51 PM,82.0,57.0,42,29.95,10.0,NE,6.9,-,N/A,,Clear,40,2015-08-23 21:51:00<br />
6:51 PM,80.1,55.9,43,29.93,10.0,NE,4.6,-,N/A,,Clear,50,2015-08-23 22:51:00<br />
7:51 PM,75.9,59.0,56,29.93,10.0,NNE,3.5,-,N/A,,Clear,30,2015-08-23 23:51:00<br />
8:51 PM,75.0,62.1,64,29.94,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-24 00:51:00<br />
9:51 PM,73.0,62.1,68,29.95,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-24 01:51:00<br />
10:51 PM,72.0,61.0,68,29.96,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-24 02:51:00<br />
11:51 PM,73.0,62.1,68,29.95,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-24 03:51:00<br />
--_curl_--https://www.wunderground.com/history/airport/ORF/2015/08/24/DailyHistory.html?&format=1

TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC<br />
12:51 AM,72.0,63.0,73,29.94,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-24 04:51:00<br />
1:51 AM,70.0,62.1,76,29.94,10.0,SSW,3.5,-,N/A,,Clear,210,2015-08-24 05:51:00<br />
2:51 AM,69.1,61.0,75,29.93,10.0,SSW,5.8,-,N/A,,Clear,200,2015-08-24 06:51:00<br />
3:51 AM,68.0,61.0,78,29.92,10.0,SSW,5.8,-,N/A,,Clear,210,2015-08-24 07:51:00<br />
4:51 AM,68.0,62.1,81,29.92,10.0,SW,5.8,-,N/A,,Clear,220,2015-08-24 08:51:00<br />
5:51 AM,69.1,63.0,81,29.92,10.0,SSW,4.6,-,N/A,,Clear,200,2015-08-24 09:51:00<br />
6:51 AM,69.1,64.0,84,29.93,10.0,South,3.5,-,N/A,,Clear,180,2015-08-24 10:51:00<br />
7:51 AM,73.0,64.9,76,29.93,10.0,South,5.8,-,N/A,,Clear,190,2015-08-24 11:51:00<br />
8:51 AM,78.1,64.0,62,29.94,10.0,SSW,8.1,-,N/A,,Clear,210,2015-08-24 12:51:00<br />
9:51 AM,82.0,62.1,51,29.94,10.0,SW,9.2,-,N/A,,Mostly Cloudy,220,2015-08-24 13:51:00<br />
10:51 AM,84.0,62.1,47,29.94,10.0,SSW,6.9,-,N/A,,Clear,210,2015-08-24 14:51:00<br />
11:51 AM,86.0,60.1,41,29.93,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-24 15:51:00<br />
12:51 PM,88.0,61.0,40,29.91,10.0,North,-9999.0,-,N/A,,Partly Cloudy,0,2015-08-24 16:51:00<br />
1:51 PM,89.1,62.1,40,29.89,10.0,SSW,8.1,16.1,N/A,,Scattered Clouds,210,2015-08-24 17:51:00<br />
2:51 PM,90.0,63.0,40,29.88,10.0,SSW,11.5,-,N/A,,Partly Cloudy,200,2015-08-24 18:51:00<br />
3:51 PM,88.0,63.0,43,29.86,10.0,SSW,8.1,-,N/A,,Overcast,210,2015-08-24 19:51:00<br />
4:51 PM,87.1,64.0,46,29.86,10.0,South,8.1,-,N/A,,Scattered Clouds,170,2015-08-24 20:51:00<br />
5:51 PM,84.9,68.0,57,29.86,10.0,SE,12.7,-,N/A,,Clear,140,2015-08-24 21:51:00<br />
6:51 PM,84.0,64.9,53,29.86,10.0,South,11.5,-,N/A,,Clear,170,2015-08-24 22:51:00<br />
7:51 PM,81.0,64.9,58,29.86,10.0,South,8.1,-,N/A,,Clear,170,2015-08-24 23:51:00<br />
8:51 PM,79.0,66.9,66,29.87,10.0,South,8.1,-,N/A,,Clear,180,2015-08-25 00:51:00<br />
9:51 PM,79.0,66.0,64,29.89,10.0,South,10.4,-,N/A,,Clear,190,2015-08-25 01:51:00<br />
10:51 PM,78.1,66.0,66,29.88,10.0,South,8.1,-,N/A,,Scattered Clouds,180,2015-08-25 02:51:00<br />
11:51 PM,78.1,66.0,66,29.88,10.0,South,12.7,-,N/A,,Mostly Cloudy,190,2015-08-25 03:51:00<br />
--_curl_--https://www.wunderground.com/history/airport/ORF/2015/08/25/DailyHistory.html?&format=1

TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC<br />
12:51 AM,77.0,66.0,69,29.89,10.0,South,11.5,-,N/A,,Partly Cloudy,190,2015-08-25 04:51:00<br />
1:51 AM,77.0,66.9,71,29.88,10.0,South,6.9,-,N/A,,Clear,190,2015-08-25 05:51:00<br />
2:51 AM,77.0,66.9,71,29.87,10.0,SSW,10.4,-,N/A,,Scattered Clouds,210,2015-08-25 06:51:00<br />
3:51 AM,77.0,66.0,69,29.87,10.0,SSW,8.1,-,N/A,,Overcast,210,2015-08-25 07:51:00<br />
4:51 AM,75.9,66.0,71,29.86,10.0,SW,10.4,-,N/A,,Overcast,220,2015-08-25 08:51:00<br />
5:51 AM,75.9,66.0,71,29.87,10.0,SW,11.5,-,N/A,,Overcast,220,2015-08-25 09:51:00<br />
6:51 AM,75.9,68.0,76,29.88,10.0,SW,9.2,-,N/A,,Mostly Cloudy,220,2015-08-25 10:51:00<br />
7:00 AM,75.9,68.0,76,29.88,10.0,SW,8.1,-,N/A,,Overcast,220,2015-08-25 11:00:00<br />
7:51 AM,78.1,69.1,74,29.89,10.0,West,4.6,-,N/A,,Overcast,270,2015-08-25 11:51:00<br />
8:51 AM,78.1,70.0,76,29.89,10.0,West,4.6,-,N/A,,Scattered Clouds,260,2015-08-25 12:51:00<br />
9:35 AM,80.1,70.0,71,29.90,10.0,Variable,5.8,-,N/A,,Mostly Cloudy,0,2015-08-25 13:35:00<br />
9:51 AM,80.1,70.0,71,29.90,10.0,North,6.9,-,N/A,,Overcast,10,2015-08-25 13:51:00<br />
10:51 AM,80.1,69.1,69,29.91,10.0,North,10.4,-,N/A,,Overcast,350,2015-08-25 14:51:00<br />
11:51 AM,81.0,70.0,69,29.92,10.0,NNE,6.9,-,N/A,,Overcast,20,2015-08-25 15:51:00<br />
12:51 PM,82.9,66.0,56,29.91,10.0,NNE,11.5,-,N/A,,Scattered Clouds,20,2015-08-25 16:51:00<br />
1:51 PM,82.9,66.0,56,29.90,10.0,North,11.5,-,N/A,,Mostly Cloudy,360,2015-08-25 17:51:00<br />
2:51 PM,82.0,64.9,56,29.88,10.0,North,13.8,-,N/A,,Partly Cloudy,10,2015-08-25 18:51:00<br />
3:51 PM,81.0,64.9,58,29.89,10.0,North,11.5,-,N/A,,Mostly Cloudy,10,2015-08-25 19:51:00<br />
4:51 PM,82.9,66.9,58,29.88,10.0,North,8.1,-,N/A,,Scattered Clouds,10,2015-08-25 20:51:00<br />
5:51 PM,82.0,66.9,60,29.88,10.0,NNE,5.8,-,N/A,,Clear,30,2015-08-25 21:51:00<br />
6:51 PM,82.0,68.0,62,29.89,10.0,NNE,4.6,-,N/A,,Mostly Cloudy,30,2015-08-25 22:51:00<br />
7:26 PM,79.0,69.1,72,29.89,10.0,South,6.9,-,N/A,,Mostly Cloudy,170,2015-08-25 23:26:00<br />
7:51 PM,78.1,69.1,74,29.89,10.0,South,3.5,-,N/A,,Clear,190,2015-08-25 23:51:00<br />
8:51 PM,77.0,69.1,76,29.90,10.0,South,3.5,-,N/A,,Partly Cloudy,180,2015-08-26 00:51:00<br />
9:51 PM,77.0,66.9,71,29.92,10.0,South,4.6,-,N/A,,Overcast,190,2015-08-26 01:51:00<br />
10:51 PM,75.9,66.0,71,29.92,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-26 02:51:00<br />
11:51 PM,75.9,68.0,76,29.91,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-26 03:51:00<br />
--_curl_--https://www.wunderground.com/history/airport/ORF/2015/08/26/DailyHistory.html?&format=1

TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC<br />
12:51 AM,73.9,66.9,79,29.92,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-26 04:51:00<br />
1:51 AM,73.9,68.0,82,29.91,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-26 05:51:00<br />
2:51 AM,73.9,66.9,79,29.90,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2015-08-26 06:51:00<br />
3:51 AM,73.0,68.0,84,29.90,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2015-08-26 07:51:00<br />
4:51 AM,73.0,69.1,87,29.90,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2015-08-26 08:51:00<br />
5:51 AM,77.0,68.0,74,29.92,10.0,NNE,9.2,-,N/A,,Overcast,20,2015-08-26 09:51:00<br />
6:51 AM,77.0,66.9,71,29.94,10.0,NNE,9.2,-,N/A,,Partly Cloudy,20,2015-08-26 10:51:00<br />
7:51 AM,78.1,66.0,66,29.95,10.0,NNE,13.8,-,N/A,,Clear,30,2015-08-26 11:51:00<br />
8:51 AM,78.1,66.0,66,29.98,10.0,NE,12.7,-,N/A,,Overcast,40,2015-08-26 12:51:00<br />
9:51 AM,77.0,64.9,66,29.98,10.0,NNE,13.8,-,N/A,,Mostly Cloudy,30,2015-08-26 13:51:00<br />
10:51 AM,79.0,66.0,64,30.00,10.0,NE,11.5,-,N/A,,Overcast,50,2015-08-26 14:51:00<br />
11:51 AM,80.1,68.0,67,30.01,10.0,NE,11.5,-,N/A,,Clear,40,2015-08-26 15:51:00<br />
12:51 PM,80.1,66.9,64,30.01,10.0,NE,11.5,-,N/A,,Mostly Cloudy,40,2015-08-26 16:51:00<br />
1:51 PM,80.1,66.0,62,30.00,10.0,NNE,11.5,-,N/A,,Mostly Cloudy,30,2015-08-26 17:51:00<br />
2:51 PM,79.0,66.9,66,29.99,10.0,NE,10.4,-,N/A,,Overcast,40,2015-08-26 18:51:00<br />
3:51 PM,79.0,64.9,62,29.98,10.0,NNE,10.4,-,0.00,,Overcast,30,2015-08-26 19:51:00<br />
4:51 PM,79.0,63.0,58,29.98,10.0,NE,10.4,-,N/A,,Overcast,40,2015-08-26 20:51:00<br />
5:51 PM,78.1,64.9,64,29.98,10.0,NE,6.9,-,N/A,,Overcast,50,2015-08-26 21:51:00<br />
5:59 PM,78.1,66.0,66,29.98,10.0,NE,9.2,-,N/A,,Overcast,40,2015-08-26 21:59:00<br />
6:51 PM,79.0,64.0,60,29.99,10.0,NNE,11.5,-,N/A,,Overcast,20,2015-08-26 22:51:00<br />
7:51 PM,78.1,63.0,60,30.00,10.0,North,10.4,-,N/A,,Mostly Cloudy,10,2015-08-26 23:51:00<br />
8:51 PM,77.0,64.0,64,30.00,10.0,NNE,11.5,-,N/A,,Clear,30,2015-08-27 00:51:00<br />
9:51 PM,77.0,63.0,62,30.02,10.0,NE,11.5,-,N/A,,Overcast,40,2015-08-27 01:51:00<br />
10:51 PM,77.0,62.1,60,30.03,10.0,NE,12.7,-,N/A,,Mostly Cloudy,40,2015-08-27 02:51:00<br />
11:51 PM,77.0,61.0,58,30.04,10.0,NNE,10.4,-,N/A,,Overcast,30,2015-08-27 03:51:00<br />
--_curl_--https://www.wunderground.com/history/airport/ORF/2015/08/27/DailyHistory.html?&format=1

TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC<br />
12:51 AM,77.0,62.1,60,30.02,10.0,NE,13.8,-,N/A,,Mostly Cloudy,40,2015-08-27 04:51:00<br />
1:51 AM,75.9,62.1,62,30.01,10.0,NE,12.7,-,N/A,,Scattered Clouds,40,2015-08-27 05:51:00<br />
2:51 AM,75.9,61.0,60,30.01,10.0,NNE,13.8,-,N/A,,Scattered Clouds,30,2015-08-27 06:51:00<br />
3:51 AM,75.0,61.0,62,30.01,10.0,NE,11.5,-,N/A,,Scattered Clouds,40,2015-08-27 07:51:00<br />
4:51 AM,73.9,59.0,59,30.01,10.0,NE,12.7,-,N/A,,Clear,40,2015-08-27 08:51:00<br />
5:51 AM,75.0,57.9,55,30.02,10.0,NNE,19.6,-,N/A,,Scattered Clouds,30,2015-08-27 09:51:00<br />
6:51 AM,75.0,55.9,51,30.05,10.0,NE,12.7,-,N/A,,Overcast,50,2015-08-27 10:51:00<br />
7:51 AM,75.0,54.0,48,30.07,10.0,NE,15.0,-,N/A,,Overcast,50,2015-08-27 11:51:00<br />
8:51 AM,75.0,61.0,62,30.07,10.0,NE,11.5,-,N/A,,Mostly Cloudy,40,2015-08-27 12:51:00<br />
9:51 AM,77.0,60.1,56,30.08,10.0,NNE,15.0,-,N/A,,Clear,30,2015-08-27 13:51:00<br />
10:51 AM,78.1,61.0,56,30.11,10.0,NE,13.8,-,N/A,,Clear,40,2015-08-27 14:51:00<br />
11:51 AM,78.1,55.0,45,30.11,10.0,NNE,13.8,-,N/A,,Scattered Clouds,30,2015-08-27 15:51:00<br />
12:51 PM,80.1,57.0,45,30.10,10.0,NNE,11.5,-,N/A,,Clear,30,2015-08-27 16:51:00<br />
1:51 PM,79.0,57.0,47,30.09,10.0,NNE,10.4,-,N/A,,Clear,20,2015-08-27 17:51:00<br />
2:51 PM,79.0,57.9,48,30.08,10.0,NNE,9.2,-,N/A,,Clear,20,2015-08-27 18:51:00<br />
3:51 PM,78.1,57.9,50,30.07,10.0,NNE,6.9,-,N/A,,Clear,30,2015-08-27 19:51:00<br />
4:51 PM,78.1,60.1,54,30.08,10.0,NNE,6.9,-,N/A,,Overcast,20,2015-08-27 20:51:00<br />
5:51 PM,78.1,60.1,54,30.07,10.0,NNE,6.9,-,N/A,,Scattered Clouds,20,2015-08-27 21:51:00<br />
6:51 PM,75.9,60.1,58,30.08,10.0,NE,6.9,-,N/A,,Clear,40,2015-08-27 22:51:00<br />
7:51 PM,75.0,60.1,60,30.09,10.0,East,4.6,-,N/A,,Clear,80,2015-08-27 23:51:00<br />
8:51 PM,73.9,62.1,66,30.10,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2015-08-28 00:51:00<br />
9:51 PM,73.9,60.1,62,30.11,10.0,NE,6.9,-,N/A,,Clear,50,2015-08-28 01:51:00<br />
10:51 PM,73.9,55.0,52,30.12,10.0,NE,8.1,-,N/A,,Clear,50,2015-08-28 02:51:00<br />
11:51 PM,75.0,57.0,53,30.12,10.0,NE,6.9,-,N/A,,Overcast,50,2015-08-28 03:51:00<br />
--_curl_--https://www.wunderground.com/history/airport/ORF/2015/08/28/DailyHistory.html?&format=1

TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC<br />
12:51 AM,75.0,57.0,53,30.13,10.0,NE,8.1,-,N/A,,Mostly Cloudy,50,2015-08-28 04:51:00<br />
1:51 AM,75.0,57.0,53,30.12,10.0,NE,9.2,-,N/A,,Mostly Cloudy,40,2015-08-28 05:51:00<br />
2:51 AM,75.0,57.9,55,30.12,10.0,NE,8.1,-,N/A,,Mostly Cloudy,40,2015-08-28 06:51:00<br />
3:51 AM,73.9,57.0,55,30.10,10.0,NE,9.2,-,N/A,,Scattered Clouds,40,2015-08-28 07:51:00<br />
4:51 AM,73.9,57.0,55,30.11,10.0,NE,6.9,-,N/A,,Scattered Clouds,50,2015-08-28 08:51:00<br />
5:51 AM,75.0,59.0,57,30.11,10.0,NNE,9.2,-,N/A,,Mostly Cloudy,20,2015-08-28 09:51:00<br />
6:51 AM,73.9,62.1,66,30.13,10.0,NNE,11.5,-,N/A,,Clear,20,2015-08-28 10:51:00<br />
7:51 AM,73.9,62.1,66,30.14,10.0,NE,9.2,-,N/A,,Clear,40,2015-08-28 11:51:00<br />
8:51 AM,77.0,62.1,60,30.16,10.0,NE,8.1,-,N/A,,Clear,40,2015-08-28 12:51:00<br />
9:51 AM,78.1,60.1,54,30.18,10.0,NNE,12.7,-,N/A,,Clear,20,2015-08-28 13:51:00<br />
10:51 AM,79.0,57.0,47,30.20,10.0,North,11.5,-,N/A,,Clear,10,2015-08-28 14:51:00<br />
11:51 AM,80.1,55.9,43,30.20,10.0,NE,10.4,-,N/A,,Clear,40,2015-08-28 15:51:00<br />
12:51 PM,81.0,57.0,44,30.20,10.0,North,11.5,-,N/A,,Clear,360,2015-08-28 16:51:00<br />
1:51 PM,81.0,57.0,44,30.19,10.0,ENE,9.2,-,N/A,,Clear,60,2015-08-28 17:51:00<br />
2:51 PM,81.0,55.9,42,30.18,10.0,NNE,10.4,-,N/A,,Clear,30,2015-08-28 18:51:00<br />
3:51 PM,80.1,55.9,43,30.16,10.0,NE,10.4,-,N/A,,Clear,50,2015-08-28 19:51:00<br />
4:51 PM,80.1,55.9,43,30.16,10.0,Variable,6.9,-,N/A,,Clear,0,2015-08-28 20:51:00<br />
5:51 PM,79.0,57.0,47,30.16,10.0,East,5.8,-,N/A,,Clear,90,2015-08-28 21:51:00<br />
6:51 PM,77.0,57.0,50,30.16,10.0,ENE,6.9,-,N/A,,Clear,60,2015-08-28 22:51:00<br />
7:51 PM,75.0,57.9,55,30.16,10.0,East,5.8,-,N/A,,Clear,100,2015-08-28 23:51:00<br />
8:51 PM,73.9,57.9,57,30.18,10.0,East,3.5,-,N/A,,Clear,100,2015-08-29 00:51:00<br />
9:51 PM,72.0,60.1,66,30.19,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-29 01:51:00<br />
10:51 PM,71.1,60.1,68,30.20,10.0,ESE,3.5,-,N/A,,Clear,110,2015-08-29 02:51:00<br />
11:51 PM,70.0,61.0,73,30.19,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-29 03:51:00<br />
--_curl_--https://www.wunderground.com/history/airport/ORF/2015/08/29/DailyHistory.html?&format=1

TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC<br />
12:51 AM,69.1,62.1,78,30.20,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-29 04:51:00<br />
1:51 AM,66.9,61.0,81,30.19,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-29 05:51:00<br />
2:51 AM,66.0,61.0,84,30.19,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-29 06:51:00<br />
3:51 AM,66.0,60.1,81,30.19,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-29 07:51:00<br />
4:51 AM,64.0,59.0,84,30.18,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-29 08:51:00<br />
5:51 AM,66.9,61.0,81,30.19,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-29 09:51:00<br />
6:51 AM,68.0,62.1,81,30.20,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-29 10:51:00<br />
7:51 AM,73.9,64.0,71,30.22,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-29 11:51:00<br />
8:51 AM,78.1,60.1,54,30.22,10.0,ENE,8.1,-,N/A,,Clear,60,2015-08-29 12:51:00<br />
9:51 AM,79.0,57.9,48,30.23,10.0,NE,8.1,-,N/A,,Clear,50,2015-08-29 13:51:00<br />
10:51 AM,81.0,57.0,44,30.23,10.0,NNE,11.5,-,N/A,,Clear,30,2015-08-29 14:51:00<br />
11:51 AM,82.0,57.0,42,30.22,10.0,NE,8.1,-,N/A,,Clear,40,2015-08-29 15:51:00<br />
12:51 PM,82.0,55.9,41,30.21,10.0,ENE,10.4,-,N/A,,Clear,60,2015-08-29 16:51:00<br />
1:51 PM,82.0,55.9,41,30.19,10.0,ENE,10.4,-,N/A,,Clear,70,2015-08-29 17:51:00<br />
2:51 PM,82.0,57.9,44,30.17,10.0,ENE,9.2,-,N/A,,Clear,60,2015-08-29 18:51:00<br />
3:51 PM,81.0,60.1,49,30.17,10.0,ENE,8.1,-,N/A,,Clear,70,2015-08-29 19:51:00<br />
4:51 PM,81.0,60.1,49,30.15,10.0,ESE,9.2,-,N/A,,Clear,110,2015-08-29 20:51:00<br />
5:51 PM,79.0,59.0,50,30.14,10.0,East,9.2,-,N/A,,Clear,100,2015-08-29 21:51:00<br />
6:51 PM,77.0,60.1,56,30.13,10.0,East,5.8,-,N/A,,Clear,90,2015-08-29 22:51:00<br />
7:51 PM,75.9,61.0,60,30.14,10.0,ESE,4.6,-,N/A,,Clear,110,2015-08-29 23:51:00<br />
8:51 PM,75.0,62.1,64,30.13,10.0,East,3.5,-,N/A,,Clear,100,2015-08-30 00:51:00<br />
9:51 PM,73.9,62.1,66,30.14,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-30 01:51:00<br />
10:51 PM,72.0,63.0,73,30.14,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2015-08-30 02:51:00<br />
11:51 PM,73.0,64.0,73,30.14,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-30 03:51:00<br />
--_curl_--https://www.wunderground.com/history/airport/ORF/2015/08/30/DailyHistory.html?&format=1

TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC<br />
12:51 AM,72.0,64.9,78,30.14,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-30 04:51:00<br />
1:51 AM,71.1,64.9,81,30.13,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-30 05:51:00<br />
2:51 AM,68.0,63.0,84,30.11,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-30 06:51:00<br />
3:51 AM,69.1,64.0,84,30.10,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-30 07:51:00<br />
4:51 AM,66.9,62.1,84,30.10,10.0,SW,3.5,-,N/A,,Clear,220,2015-08-30 08:51:00<br />
5:51 AM,66.0,62.1,87,30.11,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-30 09:51:00<br />
6:51 AM,66.0,62.1,87,30.13,10.0,SW,4.6,-,N/A,,Clear,230,2015-08-30 10:51:00<br />
7:51 AM,72.0,66.0,81,30.14,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-30 11:51:00<br />
8:51 AM,75.0,64.9,71,30.16,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-30 12:51:00<br />
9:51 AM,78.1,64.9,64,30.15,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-30 13:51:00<br />
10:51 AM,81.0,63.0,54,30.17,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-30 14:51:00<br />
11:51 AM,84.0,61.0,46,30.17,10.0,North,5.8,-,N/A,,Clear,10,2015-08-30 15:51:00<br />
12:51 PM,84.0,59.0,43,30.15,10.0,NNE,6.9,-,N/A,,Clear,30,2015-08-30 16:51:00<br />
1:51 PM,84.9,57.9,40,30.13,10.0,NNE,8.1,-,N/A,,Clear,30,2015-08-30 17:51:00<br />
2:51 PM,82.9,60.1,46,30.12,10.0,NE,9.2,-,N/A,,Clear,40,2015-08-30 18:51:00<br />
3:51 PM,84.0,59.0,43,30.11,10.0,ENE,8.1,-,N/A,,Clear,60,2015-08-30 19:51:00<br />
